annual_income,loan_purpose,loan_amount,interest_rate
112914,debt_consolidation,20000,9.44
104000,debt_consolidation,35000,15.04
137000,credit_card,28000,16.02
144000,credit_card,40000,5.32
110000,debt_consolidation,25000,7.34
85000,credit_card,30000,19.03
57920,debt_consolidation,10450,6.08
42000,debt_consolidation,16000,7.35
65000,credit_card,8000,10.42
114000,debt_consolidation,27000,11.99
135000,debt_consolidation,19200,13.58
40000,debt_consolidation,6500,16.01
62000,debt_consolidation,25000,6.72
110000,debt_consolidation,25000,9.44
52000,debt_consolidation,27225,10.91
64000,debt_consolidation,10000,10.91
64934,debt_consolidation,9600,13.58
151000,home_improvement,20000,17.09
30800,credit_card,18000,10.42
70000,debt_consolidation,35000,17.47
80000,credit_card,14500,6.08
81000,home_improvement,12000,9.43
159000,credit_card,18000,10.42
69000,credit_card,7500,11.98
58000,debt_consolidation,15000,10.42
131004.7,credit_card,5000,11.98
87000,credit_card,8000,14.07
95000,debt_consolidation,37000,10.42
110000,debt_consolidation,12000,16.02
84000,debt_consolidation,15000,9.44
60000,debt_consolidation,16000,10.9
65488,debt_consolidation,15000,15.04
70000,debt_consolidation,19500,16.01
53800,debt_consolidation,12000,17.09
72000,credit_card,28000,19.03
82000,debt_consolidation,17000,24.85
45000,debt_consolidation,12800,13.58
35000,credit_card,5000,5.32
60000,debt_consolidation,26400,9.44
75000,home_improvement,3000,9.93
90000,credit_card,35000,10.41
35000,debt_consolidation,11500,11.99
89000,debt_consolidation,40000,15.05
92000,debt_consolidation,16000,5.31
50000,credit_card,18000,7.97
115000,debt_consolidation,30000,10.42
100000,debt_consolidation,18000,7.97
110000,debt_consolidation,40000,10.42
95634,debt_consolidation,30000,11.98
56000,credit_card,27100,6.72
113000,debt_consolidation,10800,15.05
65000,debt_consolidation,20000,16.02
150000,debt_consolidation,35000,6.07
31500,debt_consolidation,6000,10.42
36171,debt_consolidation,8000,10.9
44393,home_improvement,1500,21.45
79000,credit_card,27025,21.85
98000,credit_card,18000,6.08
69000,home_improvement,25000,10.91
147000,credit_card,14000,10.41
62000,home_improvement,8000,9.43
175000,credit_card,35000,19.42
60000,debt_consolidation,7000,6.08
55000,credit_card,10000,7.97
50000,credit_card,9000,5.31
97000,debt_consolidation,10000,10.41
112000,debt_consolidation,25000,15.05
165000,debt_consolidation,25000,26.77
45000,debt_consolidation,8000,11.99
83004,debt_consolidation,15000,22.91
55000,debt_consolidation,4000,9.44
59000,debt_consolidation,12000,10.41
79700,debt_consolidation,21000,17.09
50000,debt_consolidation,10000,7.97
46500,debt_consolidation,12000,9.43
40000,debt_consolidation,10000,13.58
47000,debt_consolidation,9200,6.71
45000,credit_card,10000,6.72
67000,debt_consolidation,10000,9.43
92000,debt_consolidation,40000,9.93
104000,debt_consolidation,15000,5.32
45000,credit_card,10000,6.71
80000,debt_consolidation,10000,16.02
25000,debt_consolidation,10000,17.09
85000,debt_consolidation,8800,17.47
92000,debt_consolidation,25000,9.44
125000,debt_consolidation,28000,11.98
72000,credit_card,12000,6.72
54000,debt_consolidation,12000,9.44
95000,debt_consolidation,10000,7.34
26000,credit_card,5600,10.91
27976,debt_consolidation,10000,15.04
35000,debt_consolidation,5000,16.02
36000,credit_card,6000,6.08
61000,credit_card,6000,10.91
43000,credit_card,4500,6.08
140000,credit_card,34000,7.97
80000,debt_consolidation,13000,9.93
115000,credit_card,14000,13.58
78000,debt_consolidation,20000,25.82
32000,debt_consolidation,12000,9.92
45000,debt_consolidation,24000,11.99
63000,debt_consolidation,6025,10.9
50000,debt_consolidation,25000,12.61
66872,credit_card,9000,21.45
124000,debt_consolidation,25000,15.05
485000,debt_consolidation,30000,11.99
81120,debt_consolidation,16000,18.06
85000,debt_consolidation,3100,9.43
40000,debt_consolidation,15000,10.91
56000,credit_card,20000,14.07
38000,debt_consolidation,7000,9.43
89400,debt_consolidation,20000,10.42
105000,debt_consolidation,21000,11.99
100000,debt_consolidation,40000,15.05
65000,credit_card,28000,6.08
80000,debt_consolidation,27000,13.59
110000,debt_consolidation,18000,9.44
70000,debt_consolidation,30000,10.9
79500,debt_consolidation,25000,11.98
57845,debt_consolidation,20000,7.35
75000,debt_consolidation,40000,9.44
83000,credit_card,10000,9.93
185000,debt_consolidation,25000,6.07
55000,debt_consolidation,10000,10.9
41500,credit_card,4000,10.91
150000,debt_consolidation,40000,11.99
58000,debt_consolidation,6000,14.08
52000,credit_card,15000,16.02
195000,home_improvement,38400,7.35
48000,credit_card,10000,11.98
92000,debt_consolidation,20000,10.42
103000,credit_card,24000,14.07
70000,debt_consolidation,27000,6.72
52000,debt_consolidation,4300,9.93
98000,credit_card,9600,10.91
120000,debt_consolidation,24000,7.35
80000,debt_consolidation,25000,13.58
135400,credit_card,35000,10.9
89000,credit_card,15000,10.91
47000,debt_consolidation,7900,6.71
40000,debt_consolidation,8300,7.96
125000,credit_card,40000,7.35
56800,home_improvement,5000,10.91
65000,credit_card,20000,13.58
100000,debt_consolidation,20000,10.42
110000,credit_card,30000,16.01
38000,debt_consolidation,10000,17.09
88000,debt_consolidation,16000,9.43
67600,debt_consolidation,20000,10.41
48000,debt_consolidation,13500,6.72
85000,debt_consolidation,19000,7.35
150000,debt_consolidation,25000,10.41
120000,home_improvement,20000,5.32
98000,debt_consolidation,35000,15.04
79500,debt_consolidation,12000,6.72
135000,debt_consolidation,19200,11.98
114000,debt_consolidation,16000,16.02
62000,debt_consolidation,18000,10.9
105000,debt_consolidation,16000,19.03
99000,credit_card,25000,6.71
94000,debt_consolidation,8000,16.01
75000,debt_consolidation,15000,18.06
120000,credit_card,30000,7.34
225000,debt_consolidation,30000,17.09
60000,debt_consolidation,12000,9.43
52000,debt_consolidation,6300,9.44
73000,debt_consolidation,14000,9.93
65000,debt_consolidation,18000,7.35
80000,credit_card,20000,7.97
69467,credit_card,22000,5.32
45000,debt_consolidation,18000,11.98
50000,debt_consolidation,3200,21.45
55000,credit_card,20000,9.44
73623,credit_card,18200,9.93
80000,credit_card,4000,10.41
80000,debt_consolidation,6050,10.42
75000,debt_consolidation,20000,17.09
220000,debt_consolidation,23000,6.08
50000,debt_consolidation,6000,15.04
104000,credit_card,39000,5.31
109000,debt_consolidation,20000,6.08
95000,debt_consolidation,30000,10.42
120000,debt_consolidation,6000,10.9
105000,credit_card,28000,17.09
40000,debt_consolidation,7000,9.43
71000,debt_consolidation,24500,9.93
98000,debt_consolidation,35000,11.98
35860,debt_consolidation,13000,15.05
72672,debt_consolidation,5500,18.45
69996,debt_consolidation,6000,17.09
65000,debt_consolidation,6025,5.31
89000,debt_consolidation,30000,5.32
112000,debt_consolidation,13000,5.32
155000,debt_consolidation,10000,10.41
115000,debt_consolidation,25000,10.42
90000,credit_card,8000,20
89000,credit_card,16000,13.58
67764,debt_consolidation,12000,13.58
34500,debt_consolidation,5500,6.71
56400,credit_card,16000,11.98
55000,credit_card,15000,7.35
87500,debt_consolidation,35000,19.03
85000,credit_card,10000,6.71
150000,debt_consolidation,25000,10.42
70000,debt_consolidation,23650,5.32
65000,credit_card,10000,9.43
50000,credit_card,3000,9.43
101000,debt_consolidation,23200,7.35
63000,debt_consolidation,21500,11.99
78500,debt_consolidation,9000,7.34
80000,credit_card,8000,7.96
175933,debt_consolidation,20000,9.92
25000,debt_consolidation,7000,15.04
38000,debt_consolidation,10000,16.02
83000,credit_card,12000,6.72
82000,debt_consolidation,20000,7.97
53900,debt_consolidation,10000,10.42
75000,debt_consolidation,25000,9.92
140000,debt_consolidation,20000,16.01
30000,credit_card,5600,6.07
110000,credit_card,28000,9.43
35000,debt_consolidation,12000,20
75000,debt_consolidation,16000,7.34
45000,debt_consolidation,10000,7.97
66000,credit_card,17000,16.02
82767.78,debt_consolidation,2000,16.02
87120,debt_consolidation,34000,15.05
60000,debt_consolidation,3000,15.05
70000,debt_consolidation,34000,11.98
405000,home_improvement,17500,6.71
123000,debt_consolidation,15000,11.99
65000,credit_card,24000,6
90000,debt_consolidation,24000,10.42
48000,debt_consolidation,10000,10.91
62000,debt_consolidation,20000,11.99
55000,debt_consolidation,10000,6.72
21000,debt_consolidation,20000,15.05
45300,debt_consolidation,18000,16.02
74000,debt_consolidation,34000,19.42
62000,debt_consolidation,15000,7.97
88932,credit_card,14000,9.93
103000,credit_card,14000,9.44
97000,credit_card,34000,20
90000,home_improvement,10000,20.39
52000,home_improvement,13000,5.31
52000,credit_card,15000,5.32
67000,debt_consolidation,16800,10.91
75000,debt_consolidation,27000,16.02
100000,debt_consolidation,20000,17.09
70000,debt_consolidation,10500,20.39
170000,credit_card,34000,7.34
150000,credit_card,35000,21.45
56912,debt_consolidation,12000,6.71
69108,credit_card,10000,7.97
65000,debt_consolidation,8000,10.42
110000,debt_consolidation,18000,10.91
71000,debt_consolidation,36350,12.61
98000,home_improvement,7000,5.32
110000,debt_consolidation,17000,6.08
63000,debt_consolidation,15000,9.92
79000,debt_consolidation,19200,19.03
35000,debt_consolidation,22000,21.85
42000,credit_card,7000,6.72
160000,debt_consolidation,24000,17.09
105000,home_improvement,16500,5.31
115000,debt_consolidation,24000,11.98
95000,debt_consolidation,9775,5.31
82000,credit_card,8000,7.96
31700,debt_consolidation,13000,13.59
105000,debt_consolidation,10000,9.92
70000,debt_consolidation,5000,10.9
55000,debt_consolidation,15000,17.09
36000,debt_consolidation,10000,22.9
42000,debt_consolidation,14000,9.93
130000,debt_consolidation,10000,7.97
100000,credit_card,18000,9.93
68000,debt_consolidation,20000,16.02
102000,credit_card,10000,17.09
54000,debt_consolidation,9000,5.32
56000,debt_consolidation,8300,6.07
115000,credit_card,8400,7.97
94000,debt_consolidation,9000,9.43
182000,debt_consolidation,40000,10.91
83043,debt_consolidation,34000,13.59
80000,debt_consolidation,23000,16.02
50000,credit_card,9000,7.97
145000,debt_consolidation,12000,5.31
48000,credit_card,6000,6.72
68000,debt_consolidation,15000,10.42
51000,credit_card,12000,15.05
61880,debt_consolidation,10000,9.92
88000,credit_card,10000,10.42
120000,home_improvement,10000,5.32
50000,debt_consolidation,12500,7.34
125000,debt_consolidation,34000,10.41
49920,debt_consolidation,40000,6.72
129000,home_improvement,40000,9.44
52000,debt_consolidation,4000,20.39
200000,debt_consolidation,20000,21.85
135865,home_improvement,6500,6.08
72000,credit_card,25000,6.72
150000,debt_consolidation,15750,7.34
48000,debt_consolidation,20000,10.9
54000,debt_consolidation,7000,10.91
89748,debt_consolidation,34000,19.03
140000,debt_consolidation,24775,20
90000,debt_consolidation,7800,13.58
64000,debt_consolidation,20000,19.03
200000,credit_card,10000,5.32
43000,credit_card,6000,9.92
94000,debt_consolidation,40000,12.61
102000,debt_consolidation,25000,16.01
39000,home_improvement,5200,11.98
106000,debt_consolidation,13000,9.44
152000,home_improvement,26500,12.61
68000,credit_card,10000,7.97
105000,debt_consolidation,24000,9.43
77000,debt_consolidation,10000,11.98
21000,debt_consolidation,10000,9.43
42700,debt_consolidation,6300,21.85
55000,debt_consolidation,25000,5.32
109000,credit_card,22000,10.9
45000,credit_card,1700,10.91
51000,credit_card,16500,15.05
35500,debt_consolidation,7500,10.42
95000,credit_card,11000,5.32
34000,credit_card,8400,11.99
68274,home_improvement,24000,28.72
40000,credit_card,8800,10.42
80000,debt_consolidation,20000,16.02
120000,debt_consolidation,25000,9.44
39500,debt_consolidation,6500,7.96
120000,debt_consolidation,40000,12.61
65000,debt_consolidation,18000,10.42
35000,credit_card,4000,11.98
32760,debt_consolidation,12000,10.41
55000,debt_consolidation,24000,10.42
113000,debt_consolidation,10000,7.97
73000,debt_consolidation,24000,9.44
45000,debt_consolidation,11000,18.45
55000,debt_consolidation,10000,6.71
120000,credit_card,34000,6.72
145000,home_improvement,25000,6.72
34000,credit_card,4000,14.08
57000,credit_card,11000,6.07
42433,debt_consolidation,13000,11.98
70000,credit_card,8500,13.58
200000,debt_consolidation,34000,19.03
85000,debt_consolidation,10800,20.39
420000,debt_consolidation,34000,20
35500,debt_consolidation,3300,11.99
96400,debt_consolidation,15000,9.43
62000,debt_consolidation,22000,9.92
86000,credit_card,34000,7.35
62000,debt_consolidation,15000,10.41
38000,debt_consolidation,15000,11.98
65000,debt_consolidation,5000,9.92
109000,debt_consolidation,29975,15.05
29000,debt_consolidation,5500,17.09
210000,debt_consolidation,34000,19.42
28000,debt_consolidation,2400,22.9
106000,debt_consolidation,40000,11.98
75000,debt_consolidation,25000,9.92
54000,home_improvement,20000,17.09
115000,credit_card,3000,16.02
68000,credit_card,11000,6.72
45000,debt_consolidation,15000,15.05
75000,debt_consolidation,15000,9.92
45000,debt_consolidation,11000,6.07
81000,credit_card,6600,9.93
49000,credit_card,10000,10.41
85000,home_improvement,17000,15.05
150000,debt_consolidation,20000,24.85
70000,debt_consolidation,15000,10.9
47700,debt_consolidation,12000,11.99
68000,debt_consolidation,13500,9.92
40000,debt_consolidation,20000,10.41
65000,debt_consolidation,23000,23.88
65000,debt_consolidation,7800,9.43
87000,debt_consolidation,8000,11.98
43678,debt_consolidation,25000,19.03
60000,home_improvement,5000,7.34
60000,debt_consolidation,8400,21.85
69000,credit_card,25000,6.07
250000,debt_consolidation,38400,6.72
100000,debt_consolidation,34000,15.05
130000,credit_card,18000,21.45
120000,debt_consolidation,21000,7.34
60000,debt_consolidation,8000,7.96
182000,debt_consolidation,40000,7.97
30000,debt_consolidation,4000,7.97
120000,debt_consolidation,21625,10.91
86000,debt_consolidation,12000,11.99
72600,debt_consolidation,3500,6.72
71000,credit_card,18000,5.32
68000,debt_consolidation,6000,15.05
70000,home_improvement,34000,19.03
138000,debt_consolidation,35000,10.91
32000,credit_card,10000,9.92
42000,debt_consolidation,10000,16.01
58000,debt_consolidation,10000,21.45
91000,debt_consolidation,15500,6.07
55000,home_improvement,12000,10.9
95000,debt_consolidation,10000,7.97
240000,debt_consolidation,34000,10.42
31500,credit_card,18000,6.72
90000,home_improvement,2500,9.44
70000,debt_consolidation,34000,9.92
78000,credit_card,9600,13.59
80000,debt_consolidation,20000,18.45
40000,credit_card,5000,16.02
175000,home_improvement,34725,7.35
70000,credit_card,5000,9.92
115000,debt_consolidation,23000,21.45
180000,home_improvement,25000,7.34
55000,debt_consolidation,16000,16.01
80000,debt_consolidation,11000,18.06
50000,debt_consolidation,22500,24.84
105000,home_improvement,10000,9.43
40000,debt_consolidation,15000,11.98
100000,debt_consolidation,20000,7.35
150000,credit_card,13000,9.92
97500,debt_consolidation,15000,13.59
65918,debt_consolidation,4000,15.04
120000,home_improvement,35000,6.72
89000,debt_consolidation,10000,20.39
22000,debt_consolidation,16000,25.81
78000,credit_card,20000,7.35
45000,home_improvement,6000,13.59
52000,debt_consolidation,6500,7.96
75000,credit_card,5000,9.92
60000,debt_consolidation,10000,10.42
76012,debt_consolidation,20000,10.91
95000,credit_card,16000,16.01
69000,credit_card,25000,10.91
57000,debt_consolidation,12000,16.01
38990.47,debt_consolidation,10000,9.92
60000,debt_consolidation,37000,16.02
129000,debt_consolidation,12000,9.92
34521,debt_consolidation,14000,19.03
65000,credit_card,34000,25.81
70000,debt_consolidation,8000,6.08
13000,credit_card,4200,7.97
125000,debt_consolidation,25000,9.44
62400,credit_card,12000,15.05
95500,home_improvement,3000,18.06
27000,debt_consolidation,1800,19.03
49583,home_improvement,34000,24.84
62000,debt_consolidation,6000,5.31
80000,credit_card,27000,9.43
275000,debt_consolidation,40000,13.59
60000,debt_consolidation,20000,9.44
92000,debt_consolidation,16000,13.58
42000,debt_consolidation,10000,13.58
100000,credit_card,12000,7.34
32000,credit_card,4300,7.96
50000,debt_consolidation,15000,6.08
50000,debt_consolidation,5825,10.91
278000,debt_consolidation,34000,10.41
40000,debt_consolidation,18000,10.91
84000,debt_consolidation,13000,5.31
67800,debt_consolidation,21000,10.42
225000,debt_consolidation,35000,13.59
87276,debt_consolidation,16000,6.71
43000,debt_consolidation,5000,10.9
64000,debt_consolidation,8500,20.39
100000,debt_consolidation,40000,5.32
70000,home_improvement,20000,9.44
110000,debt_consolidation,20000,9.43
90000,debt_consolidation,7000,10.41
100000,credit_card,27000,10.91
59000,debt_consolidation,18300,11.99
128000,debt_consolidation,20000,10.41
65000,debt_consolidation,15675,10.91
111000,debt_consolidation,10000,6.71
100000,debt_consolidation,8000,9.93
101000,credit_card,10000,5.31
38000,debt_consolidation,17600,15.04
75000,debt_consolidation,25000,9.44
100000,credit_card,6000,10.41
90000,debt_consolidation,11900,11.98
80000,debt_consolidation,20000,6.07
